filename,fecha_de_radicacion,has_unredacted,unredacted_vars,unredacted_values,date_of_decree,decree_year,county,state,physical_address,mailing_address,mailing_state,mailing_county,taxable_year_end,total_net_worth,income_interest_exempt,income_interest_nonexempt,income_dividends_exempt,income_dividends_nonexempt,income_capital_gains_exempt,income_capital_gains_nonexempt,income_wages_exempt,income_wages_nonexempt,income_other_income_exempt,income_other_income_nonexempt,does_grantee_own_a_home_in_puerto_rico_or_does_he/she_rent_it,primary_property_value,monthly_rent_pay,real_estate_municipality,does_grantee_own_other_real_estate_in_puerto_rico,n_nonprimary_real_estate,does_grantee_have_assets_located_in_puerto_rico,previous_reporting_year,current_reporting_year,asset_type_financial_previous_reporting_year,asset_type_financial_current_reporting_year,asset_type_financial_difference,asset_type_real_estate_previous_reporting_year,asset_type_real_estate_current_reporting_year,asset_type_real_estate_difference,asset_type_privately_held_business_previous_reporting_year,asset_type_privately_held_business_current_reporting_year,asset_type_privately_held_business_difference,asset_type_other_previous_reporting_year,asset_type_other_current_reporting_year,asset_type_other_difference,does_grantee_have_a_business_in_puerto_rico,n_business,business_information_table_height,business_type_1,business_decree_1,business_type_2,business_decree_2,business_type_3,business_decree_3,business_type_4,business_decree_4,business_type_5,business_decree_5,business_type_6,business_decree_6,business_type_7,business_decree_7,business_type_8,business_decree_8,business_type_9,business_decree_9,business_type_10,business_decree_10,business_type_11,business_decree_11,business_type_12,business_decree_12,business_type_13,business_decree_13,business_type_14,business_decree_14,business_type_15,business_decree_15,household_table_height,days_in_pr,expenditure_in_pr,charity_in_pr,total_amount_donated,n_charities,gender
2023-RepAct22-001261_Redacted.pdf,04/17/2023,FALSE,NA,NA,02/01/2019,2019,Dorado,PR,"Dorado, PR","San Juan, PR",PR,San Juan,12/31/2022,From 10 to 25 million,0,0,0,0,78648,0,0,0,0,0,Rent,NA,5000,NA,NA,0,FALSE,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,100,70000,Yes,0,1,REDACTED
2023-RepAct22-001262_Redacted.pdf,05/11/2023,FALSE,NA,NA,01/01/2022,2022,SAN JUAN,PUERTO RICO,"SAN JUAN, PUERTO RICO","SAN JUAN, PUERTO RICO",PUERTO RICO,SAN JUAN,12/31/2022,From 1 to 5 million,10440,0,600,0,131636,0,0,755488,0,0,Own,1e+06,NA,NA,No,0,TRUE,2021,2022,0,120000,120000,0,1e+06,1e+06,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,311,1e+05,No,0,0,REDACTED
2023-RepAct22-001263_Redacted.pdf,04/18/2023,FALSE,NA,NA,08/14/2014,2014,San Juan,Puerto Rico,"San Juan, Puerto Rico","San Juan, Puerto Rico",Puerto Rico,San Juan,12/31/2022,From 10 to 25 million,35915,0,271870,0,444704,0,0,0,0,2720,Own,4e+05,NA,NA,No,0,FALSE,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,365,80000,No,0,0,REDACTED
2023-RepAct22-001264_Redacted.pdf,04/19/2023,FALSE,NA,NA,04/24/2018,2018,San Juan,Puerto Rico,"San Juan, Puerto Rico","San Juan, Puerto Rico",Puerto Rico,San Juan,12/31/2022,Less than 1 million,93059,0,12160,0,18413,0,0,0,0,8083,Own,105000,NA,NA,No,0,TRUE,2021,2022,0,7000,7000,0,83000,83000,0,0,0,1300000,1200000,-1e+05,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,146,20000,Yes,0,1,REDACTED
2023-RepAct22-001265_Redacted.pdf,04/21/2023,FALSE,NA,NA,06/19/2019,2019,Vega Alta,Puerto Rico,"Vega Alta, Puerto Rico","Vega Alta, Puerto Rico",Puerto Rico,Vega Alta,12/31/2022,Less than 1 million,0,0,124574,0,0,0,0,36000,0,0,Rent,NA,500,NA,NA,0,TRUE,2021,2022,1562,46608,45046,0,0,0,129914,0,-129914,82041,10000,-72041,Yes,1,50,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,288,10000,Yes,0,1,REDACTED
2023-RepAct22-001266_Redacted.pdf,04/27/2023,FALSE,NA,NA,12/28/2021,2021,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2022,From 25 to 50 million,15,0,4152,0,-287752,431,0,0,0,0,Rent,NA,7000,NA,NA,0,TRUE,2021,2022,0,36871712,36871712,0,0,0,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,314,16000,Yes,0,1,REDACTED
2023-RepAct22-001268_Redacted.pdf,04/27/2023,FALSE,NA,NA,12/28/2021,2021,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2022,From 25 to 50 million,15,0,4152,0,-287752,431,0,0,0,0,Rent,NA,7000,NA,NA,0,TRUE,2021,2022,0,36871712,36871712,0,0,0,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,314,16000,Yes,0,1,REDACTED
2023-RepAct22-001269_Redacted.pdf,04/19/2023,FALSE,NA,NA,05/17/2018,2018,Vieques,PR,"Vieques, PR",NA,NA,NA,12/31/2022,From 10 to 25 million,16678,0,21822,0,0,0,0,92000,0,425065,Own,8e+05,NA,NA,No,0,FALSE,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,25,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,290,90000,Yes,6820,7,REDACTED
2023-RepAct22-001271_Redacted.pdf,04/19/2023,FALSE,NA,NA,08/27/2018,2018,San Juan,Puerto Rico,"San Juan, Puerto Rico","San Juan, Puerto Rico",Puerto Rico,San Juan,12/31/2022,From 1 to 5 million,396.79,0,0,0,4800,0,0,0,0,0,Rent,NA,1150,NA,NA,0,TRUE,2021,2022,1e+05,2e+05,1e+05,0,0,0,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,191,30000,Yes,0,1,REDACTED
2023-RepAct22-001274_Redacted.pdf,04/25/2023,FALSE,NA,NA,12/07/2017,2017,Loiza,PR,"Loiza, PR","San Juan, PR",PR,San Juan,12/31/2023,From 1 to 5 million,405,0,80,0,-1000,0,0,0,0,0,Rent,NA,1500,NA,NA,0,TRUE,2021,2022,1e+05,1e+05,0,0,0,0,0,0,0,20000,20000,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,365,10000,Yes,0,1,REDACTED
2023-RepAct22-001276_Redacted.pdf,05/12/2023,FALSE,NA,NA,02/01/2019,2019,HUMACAO,PR,"HUMACAO, PR","HUMACAO, PR",PR,HUMACAO,12/31/2022,From 1 to 5 million,0,0,0,0,17441,0,0,0,2857,0,Own,425000,NA,NA,No,0,TRUE,4999,2022,50000,76900,26900,375000,425000,50000,0,2500,2500,10000,19000,9000,Yes,1,40,Service,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,350,55000,Yes,0,2,REDACTED
2023-RepAct22-001279_Redacted.pdf,04/27/2023,FALSE,NA,NA,01/01/2021,2021,DORADO,PUERTO RICO,"DORADO, PUERTO RICO","DORADO, PUERTO RICO",PUERTO RICO,DORADO,12/31/2022,From 10 to 25 million,1180,0,65164,0,185820,199777,0,0,37996,4739,Own,3250000,NA,NA,No,0,TRUE,2021,2022,6580000,7205000,625000,4e+06,3250000,-750000,0,0,0,60000,75000,15000,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,219,210000,Yes,0,2,REDACTED
2023-RepAct22-001280_Redacted.pdf,04/19/2023,FALSE,NA,NA,02/01/2018,2018,Rio Grande,PR,"Rio Grande, PR","Rio Grande, PR",PR,Rio Grande,12/31/2018,From 1 to 5 million,0,0,130000,0,0,0,0,0,0,0,Own,140000,NA,NA,No,0,TRUE,2017,2018,0,25000,25000,0,0,0,0,1500000,1500000,0,55000,55000,Yes,1,25,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,224,72000,Yes,0,1,NA
2023-RepAct22-001283_Redacted.pdf,05/19/2023,FALSE,NA,NA,02/01/2019,2019,VEGA ALTA,PR,"VEGA ALTA, PR","VEGA ALTA, PR",PR,VEGA ALTA,12/31/2022,From 1 to 5 million,1456,0,0,0,645951,0,0,0,0,0,Own,320000,NA,NA,No,0,TRUE,2021,2022,3915000,20000,-3895000,0,0,0,0,0,0,0,35000,35000,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,263,63000,Yes,0,2,REDACTED
2023-RepAct22-001285_Redacted.pdf,04/24/2023,FALSE,NA,NA,01/08/2019,2019,Carolina,Puerto Rico,"Carolina, Puerto Rico","Carolina, Puerto Rico",Puerto Rico,Carolina,12/31/2022,Less than 1 million,124965,0,0,0,-1000,0,0,0,0,0,Rent,NA,1800,NA,NA,0,FALSE,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,45,Private,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,353,1e+05,Yes,0,2,NA
2023-RepAct22-001288_Redacted.pdf,05/01/2023,TRUE,"real_estate_identification_number_1, real_estate_identification_number_2","062-080-830-14-264, 040-070-198-28-082",06/28/2019,2019,Carolina,pr,"Carolina, pr","Carolina, pr",pr,Carolina,12/31/2022,From 5 to 10 million,0,0,0,0,6831480,0,0,0,0,4690,Own,460000,NA,NA,Yes,2,TRUE,2021,2022,50000,55000,5000,565000,580000,15000,0,0,0,7000,35000,28000,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,204,1e+05,Yes,0,1,REDACTED
2023-RepAct22-001290_Redacted.pdf,05/08/2023,FALSE,NA,NA,04/07/2021,2021,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,12/31/2022,From 1 to 5 million,454,0,7074,0,59922,-81661,0,0,0,0,Own,6e+05,NA,NA,No,0,TRUE,2021,2022,9000,8400,-600,6e+05,6e+05,0,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,365,60000,Yes,10000,2,REDACTED
2023-RepAct22-001291_Redacted.pdf,04/24/2023,FALSE,NA,NA,01/01/2020,2020,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2022,Less than 1 million,1,0,0,0,0,0,0,0,0,0,Rent,NA,1100,"SAN JUAN, PR",NA,0,TRUE,2021,2022,1000,1000,0,0,0,0,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,200,10000,Yes,0,1,REDACTED
2023-RepAct22-001294_Redacted.pdf,05/08/2023,FALSE,NA,NA,12/28/2020,2020,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2022,From 1 to 5 million,73,0,0,0,1250476,164892,0,15052,0,0,Rent,NA,2100,NA,NA,0,TRUE,2021,2022,63000,2323451,2260451,0,0,0,0,0,0,1500000,20000,-1480000,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,216,54600,Yes,0,1,REDACTED
2023-RepAct22-001298_Redacted.pdf,05/05/2023,FALSE,NA,NA,12/23/2018,2018,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,12/31/2019,Less than 1 million,0,0,250058,0,0,0,0,30000,0,0,Rent,NA,1500,NA,NA,0,TRUE,2021,2022,0,0,0,0,0,0,6e+05,6e+05,0,0,0,0,Yes,1,35,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,43,15000,Yes,0,1,NA
2023-RepAct22-001299_Redacted.pdf,04/28/2023,FALSE,NA,NA,01/01/2019,2019,Carolina,PR,"Carolina, PR","Carolina, PR",PR,Carolina,12/31/2021,From 1 to 5 million,63,0,784661,0,20586,-162,0,0,0,113711,Rent,NA,1515,NA,NA,0,TRUE,2020,2021,154000,205225,51225,0,0,0,355000,129137,-225863,8000,6500,-1500,Yes,1,80,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,212,40000,Yes,0,2,REDACTED
2023-RepAct22-001301_Redacted.pdf,04/26/2023,FALSE,NA,NA,07/02/2021,2021,san juan,pr,"san juan, pr","san juan, pr",pr,san juan,12/31/2021,From 1 to 5 million,0,0,0,0,3360162,72183,0,702,0,0,Rent,NA,3500,NA,NA,0,TRUE,2020,2021,0,1e+05,1e+05,0,0,0,0,50000,50000,0,0,0,Yes,1,40,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,202,70000,Yes,0,2,REDACTED
2023-RepAct22-001303_Redacted.pdf,05/23/2023,FALSE,NA,NA,06/03/2021,2021,Carolina,PR,"Carolina, PR","Carolina, PR",PR,Carolina,12/31/2021,From 1 to 5 million,549,0,15,0,279212,3407136,0,52010,0,145259,Own,450000,NA,NA,No,0,TRUE,2020,2021,0,2800000,2800000,0,1e+06,1e+06,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,197,129800,Yes,0,1,REDACTED
2023-RepAct22-001304_Redacted.pdf,05/10/2023,FALSE,NA,NA,10/08/2018,2018,HUMACAO,PUERTO RICO,"HUMACAO, PUERTO RICO","HUMACAO, PUERTO RICO",PUERTO RICO,HUMACAO,12/31/2022,From 25 to 50 million,19189,0,613,0,52292564,0,0,90300,0,0,Own,2e+06,NA,NA,No,0,TRUE,2021,2022,520000,2e+05,-320000,2200000,2e+06,-2e+05,347297,123351,-223946,69000,85000,16000,Yes,1,45,Health Industry,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,300,1e+05,Yes,0,1,REDACTED
2023-RepAct22-001305_Redacted.pdf,05/10/2023,FALSE,NA,NA,10/08/2018,2018,HUMACAO,PUERTO RICO,"HUMACAO, PUERTO RICO","HUMACAO, PUERTO RICO",PUERTO RICO,HUMACAO,12/31/2022,From 25 to 50 million,0,0,0,0,93202,0,0,30300,0,0,Own,2e+06,NA,NA,No,0,TRUE,2021,2022,520000,2e+05,-320000,2200000,2e+06,-2e+05,347297,123351,-223946,69000,85000,16000,Yes,1,40,Health Industry,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,330,1e+05,Yes,0,1,REDACTED
2023-RepAct22-001306_Redacted.pdf,05/25/2023,FALSE,NA,NA,03/20/2021,2021,SAN JUAN,PUERTO RICO,"SAN JUAN, PUERTO RICO","SAN JUAN, PUERTO RICO",PUERTO RICO,SAN JUAN,12/31/2022,From 1 to 5 million,0,0,19,0,0,0,0,20300,0,13146,Rent,NA,1750,NA,NA,0,FALSE,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,45,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,250,30000,Yes,0,1,REDACTED
2023-RepAct22-001307_Redacted.pdf,05/25/2023,FALSE,NA,NA,03/20/2021,2021,SAN JUAN,PUERTO RICO,"SAN JUAN, PUERTO RICO","SAN JUAN, PUERTO RICO",PUERTO RICO,SAN JUAN,12/31/2022,From 1 to 5 million,136,0,747020,0,269480,0,0,20300,0,0,Rent,NA,1750,NA,NA,0,FALSE,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,65,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,271,30000,Yes,0,1,REDACTED
2023-RepAct22-001309_Redacted.pdf,05/15/2023,FALSE,NA,NA,02/01/2019,2019,GUAYNABO,PR,"GUAYNABO, PR","GUAYNABO, PR",PR,GUAYNABO,12/31/2022,From 1 to 5 million,0,0,0,0,0,289308,0,0,0,12500,Rent,NA,2300,NA,NA,0,TRUE,2021,2022,0,20000,20000,0,0,0,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,288,35000,Yes,0,2,NA
2023-RepAct22-001312_Redacted.pdf,05/22/2023,TRUE,real_estate_identification_number_1,040-070-122-18-030,01/01/2022,2022,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,12/31/2022,Less than 1 million,0,0,18000,0,0,0,0,8500,0,0,Own,360000,NA,NA,Yes,1,TRUE,2021,2022,0,0,0,360000,360000,0,0,60575,60575,0,0,0,Yes,3,75,Service,TRUE,Other,TRUE,Other,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,300,120000,No,0,0,REDACTED
2023-RepAct22-001313_Redacted-2.pdf,04/29/2023,FALSE,NA,NA,04/23/2018,2018,Aguada,PR,"Aguada, PR","Aguada, PR",PR,Aguada,12/31/2035,From 1 to 5 million,0,0,0,0,0,0,0,0,0,0,Own,180000,NA,NA,No,0,TRUE,2021,2022,1e+06,450000,-550000,0,180000,180000,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,242,65000,Sí,0,1,REDACTED
2023-RepAct22-001313_Redacted.pdf,04/29/2023,FALSE,NA,NA,04/23/2018,2018,Aguada,PR,"Aguada, PR","Aguada, PR",PR,Aguada,12/31/2035,From 1 to 5 million,0,0,0,0,0,0,0,0,0,0,Own,180000,NA,NA,No,0,TRUE,2021,2022,1e+06,450000,-550000,0,180000,180000,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,242,65000,Yes,0,1,REDACTED
2023-RepAct22-001315_Redacted.pdf,04/29/2023,FALSE,NA,NA,02/01/2019,2019,San Juan,Puerto Rico,"San Juan, Puerto Rico","San Juan, Puerto Rico",Puerto Rico,San Juan,12/31/2022,From 1 to 5 million,0,17074,0,30143,0,0,636250,0,0,0,Rent,NA,5750,NA,NA,0,TRUE,2022,2023,10000,10000,0,0,0,0,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,315,150000,No,0,0,REDACTED
2023-RepAct22-001316_Redacted.pdf,04/29/2023,FALSE,NA,NA,02/01/2019,2019,San Juan,Puerto Rico,"San Juan, Puerto Rico","San Juan, Puerto Rico",Puerto Rico,San Juan,12/31/2022,From 1 to 5 million,0,17074,0,30143,636250,0,0,0,0,0,Rent,NA,5750,NA,NA,0,TRUE,2022,2023,10000,10000,0,0,0,0,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,307,150000,No,0,0,REDACTED
2023-RepAct22-001317_Redacted.pdf,04/30/2023,TRUE,"real_estate_identification_number_1, real_estate_identification_number_2","348-000-009-31-001, 041-053-627-01-001",12/31/2016,2016,San Juan,PR,"San Juan, PR","San Juan, PR",PR,San Juan,12/31/2022,From 75 to 100 million,370,137110,7835129,0,32051337,0,0,2e+05,0,92159,Own,6e+05,NA,NA,Yes,2,TRUE,2021,2022,41010681,80897517,39886836,7e+05,2150000,1450000,1400000,1400000,0,50000,50000,0,Yes,1,45,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,279,40000,Yes,0,1,REDACTED
2023-RepAct22-001319_Redacted.pdf,04/30/2023,FALSE,NA,NA,01/31/2015,2015,San Juan,Puerto Rico,"San Juan, Puerto Rico","San Juan, Puerto Rico",Puerto Rico,San Juan,12/31/2022,Less than 1 million,2529,0,0,0,111876,0,0,0,0,15000,Rent,NA,1250,NA,NA,0,TRUE,2021,2022,80000,1e+05,20000,0,0,0,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,351,39500,No,0,0,REDACTED
2023-RepAct22-001320_Redacted.pdf,04/30/2023,FALSE,NA,NA,01/30/2015,2015,San Juan,Puerto Rico,"San Juan, Puerto Rico","San Juan, Puerto Rico",Puerto Rico,San Juan,12/31/2022,From 5 to 10 million,22082,0,0,0,-619132,0,0,0,0,0,Own,4750000,NA,NA,No,0,TRUE,2021,2022,8e+05,850000,50000,4900000,4750000,-150000,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,351,190000,No,0,0,REDACTED
2023-RepAct22-001322_Redacted.pdf,05/01/2023,FALSE,NA,NA,09/30/2019,2019,Rincon,Puerto Rico,"Rincon, Puerto Rico","Rio Grande, Puerto Rico",Puerto Rico,Rio Grande,12/31/2022,From 1 to 5 million,0,0,0,0,69658,304873,0,0,0,118904,Rent,NA,1600,NA,NA,0,FALSE,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,269,27000,Yes,0,1,REDACTED
2023-RepAct22-001323_Redacted.pdf,05/09/2023,FALSE,NA,NA,02/01/2019,2019,Dorado,PR,"Dorado, PR","Dorado, PR",PR,Dorado,12/31/2022,From 10 to 25 million,4073,0,22464,0,364521,0,0,0,0,13175,Own,5e+06,NA,NA,No,0,TRUE,2021,2022,255565,152188,-103377,0,0,0,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,361,297307,Yes,12200,5,REDACTED
2023-RepAct22-001324_Redacted.pdf,05/02/2023,FALSE,NA,NA,02/01/2019,2019,SAN JUAN,PR,"SAN JUAN, PR","SAN JUAN, PR",PR,SAN JUAN,12/31/2018,From 1 to 5 million,64999,0,71482,0,0,0,0,31300,241512,3977,Own,235256,NA,NA,No,0,TRUE,2017,2018,0,0,0,235256,235256,0,0,0,0,0,0,0,Yes,1,60,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,290,253366,Yes,0,1,REDACTED
2023-RepAct22-001325_Redacted.pdf,05/09/2023,FALSE,NA,NA,02/01/2019,2019,Dorado,PR,"Dorado, PR","Dorado, PR",PR,Dorado,12/31/2022,From 10 to 25 million,4073,0,22464,0,364521,0,0,13175,0,0,Own,5e+06,NA,NA,No,0,TRUE,2021,2022,255565,150188,-105377,0,0,0,0,0,0,0,0,0,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,348,297307,Yes,12200,5,REDACTED
2023-RepAct22-001326_Redacted.pdf,05/11/2023,FALSE,NA,NA,03/08/2022,2022,Rio Grande,PR,"Rio Grande, PR","Rio Grande, PR",PR,Rio Grande,12/31/2022,From 1 to 5 million,482,0,38013,0,-62510,42086,0,330647,0,161706,Own,1750000,NA,NA,No,0,TRUE,2021,2022,0,342524,342524,0,1750000,1750000,0,0,0,0,50000,50000,No,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,321,250000,Yes,1790,2,REDACTED
